ZCTA5,LANDSQMT,WATERSQMT,LANDSQMI,WATERSQMI,POPULATION,HSGUNITS,INTPTLAT,INTPTLON,Total Area in Sq Mi,Lat-top,Long-left,Lat-bottom,Long-right
01237,160121626,1140685,61.82,0.44,"2,496","1,334",42.547818,-73.268033,62.26,42.604997,-73.310158,42.490639,-73.225908
01238,90217712,2706357,34.83,1.04,"6,047","3,155",42.297501,-73.230148,35.88,42.340906,-73.262253,42.254096,-73.198043
01240,55374233,1159162,21.38,0.45,"4,534","2,920",42.367861,-73.269768,21.83,42.401716,-73.294781,42.334006,-73.244755
01242,1288423,24934,0.50,0.01,476,214,42.333734,-73.249199,0.51,42.338894,-73.253014,42.328574,-73.245384
01243,48306686,57277,18.65,0.02,334,188,42.350122,-73.024112,18.67,42.381436,-73.047254,42.318808,-73.000970
01244,6345198,70886,2.45,0.03,151,84,42.118094,-73.257497,2.48,42.129499,-73.265957,42.106689,-73.249037
01245,72467551,2047530,27.98,0.79,985,914,42.186893,-73.223105,28.77,42.225761,-73.251905,42.148025,-73.194305
01247,136035510,1480109,52.52,0.57,"16,087","7,785",42.698437,-73.084090,53.10,42.751239,-73.122896,42.645635,-73.045284
01253,47310437,1044523,18.27,0.40,731,568,42.206682,-73.113214,18.67,42.237993,-73.136407,42.175371,-73.090021
01254,37713379,147081,14.56,0.06,972,591,42.382019,-73.365492,14.62,42.409724,-73.385957,42.354314,-73.345027
01255,134177247,3047061,51.81,1.18,915,671,42.107496,-73.118607,52.98,42.160242,-73.157738,42.054750,-73.079476
01256,92838285,452299,35.85,0.17,692,357,42.594166,-73.022319,36.02,42.637656,-73.054335,42.550676,-72.990303
01257,93848678,2221979,36.24,0.86,"2,121","1,231",42.085245,-73.367482,37.09,42.129378,-73.400236,42.041112,-73.334728
01258,66839821,399664,25.81,0.15,374,338,42.109280,-73.462886,25.96,42.146202,-73.490277,42.072358,-73.435495
01259,65593267,2042077,25.33,0.79,635,431,42.075469,-73.234376,26.11,42.112499,-73.261862,42.038439,-73.206890
01260,6503634,101867,2.51,0.04,240,134,42.295696,-73.342543,2.55,42.307268,-73.351103,42.284124,-73.333983
01262,31167340,2127685,12.03,0.82,"1,238","1,068",42.292202,-73.319209,12.86,42.318183,-73.338428,42.266221,-73.299990
01264,29425420,90081,11.36,0.03,137,109,42.231590,-73.202428,11.40,42.256052,-73.220541,42.207128,-73.184315
01266,67473737,780772,26.05,0.30,"1,463","1,096",42.312338,-73.387824,26.35,42.349538,-73.415333,42.275138,-73.360315
01267,141293372,342660,54.55,0.13,"7,989","3,202",42.671616,-73.246981,54.69,42.725203,-73.286381,42.618029,-73.207581
01270,82512104,420829,31.86,0.16,778,441,42.515272,-73.031166,32.02,42.556277,-73.061391,42.474267,-73.000941
01301,66020418,1388444,25.49,0.54,"17,700","8,485",42.626761,-72.601530,26.03,42.663729,-72.628731,42.589793,-72.574329
01330,86313800,631880,33.33,0.24,"1,506",771,42.513947,-72.821517,33.57,42.555932,-72.852465,42.471962,-72.790569
01331,137844144,3586460,53.22,1.38,"13,263","6,028",42.562408,-72.191080,54.61,42.615956,-72.230520,42.508860,-72.151640
01337,96405836,165266,37.22,0.06,"2,596","1,165",42.689307,-72.582249,37.29,42.733555,-72.614773,42.645059,-72.549725
01338,8946607,12299,3.45,0.00,187,82,42.572652,-72.824428,3.46,42.586129,-72.834353,42.559175,-72.814503
01339,142392158,630079,54.98,0.24,"1,438",787,42.603776,-72.889644,55.22,42.657625,-72.929279,42.549927,-72.850009
01340,114430561,658628,44.18,0.25,"1,701",954,42.694726,-72.711079,44.44,42.743031,-72.746582,42.646421,-72.675576
01341,92426089,465179,35.69,0.18,"1,833",801,42.496937,-72.709414,35.87,42.540334,-72.741411,42.453540,-72.677417
01342,46190734,2211971,17.83,0.85,"1,492",518,42.543889,-72.609458,18.69,42.575215,-72.632538,42.512563,-72.586378
01343,12615499,76887,4.87,0.03,75,38,42.657625,-72.978931,4.90,42.673666,-72.990728,42.641584,-72.967134
01344,35313664,1342460,13.63,0.52,"1,498",654,42.613418,-72.426427,14.15,42.640679,-72.446490,42.586157,-72.406364
01346,54379277,99661,21.00,0.04,533,429,42.693275,-72.823113,21.03,42.726509,-72.847540,42.660041,-72.798686
01347,1495232,221070,0.58,0.09,166,75,42.559294,-72.518753,0.66,42.565193,-72.523098,42.553395,-72.514408
01349,19874430,573426,7.67,0.22,"1,091",496,42.563061,-72.482122,7.89,42.583422,-72.497118,42.542700,-72.467126
01350,27768017,274112,10.72,0.11,121,77,42.727772,-72.985346,10.83,42.751616,-73.002861,42.703928,-72.967831
01351,54198079,1126552,20.93,0.43,"2,270","1,032",42.539880,-72.521689,21.36,42.573371,-72.546366,42.506389,-72.497012
01354,35647707,2665409,13.76,1.03,"1,500",608,42.624076,-72.508643,14.79,42.651947,-72.529151,42.596205,-72.488135
01355,122713549,35676837,47.38,13.77,878,418,42.458522,-72.327219,61.15,42.515190,-72.369027,42.401854,-72.285411
01360,88796644,2812794,34.28,1.09,"3,032","1,391",42.677091,-72.453876,35.37,42.720188,-72.485560,42.633994,-72.422192
01364,101602863,2854976,39.23,1.10,"7,969","3,652",42.615152,-72.289902,40.33,42.661172,-72.323769,42.569132,-72.256035
01366,104649746,1453531,40.41,0.56,"1,277",566,42.475621,-72.192468,40.97,42.522002,-72.226677,42.429240,-72.158259
01367,68727436,1770127,26.54,0.68,522,300,42.695532,-72.909148,27.22,42.733338,-72.936934,42.657726,-72.881362
01368,108369099,1829133,41.84,0.71,"1,261",578,42.679456,-72.176935,42.55,42.726723,-72.211684,42.632189,-72.142186
01370,129031063,1398461,49.82,0.54,"4,084","1,976",42.593338,-72.726941,50.36,42.644761,-72.764798,42.541915,-72.689084
01373,62576781,1471565,24.16,0.57,"4,600","2,076",42.473862,-72.615612,24.73,42.509897,-72.642191,42.437827,-72.589033
01375,36856254,1349204,14.23,0.52,"3,684","1,729",42.466762,-72.546855,14.75,42.494593,-72.567385,42.438931,-72.526325
01376,7149877,1465720,2.76,0.57,"5,247","2,503",42.595280,-72.555002,3.33,42.608496,-72.564731,42.582064,-72.545273
01378,88114809,812951,34.02,0.31,774,441,42.673533,-72.353213,34.34,42.715994,-72.384432,42.631072,-72.321994
01379,78233305,962449,30.21,0.37,813,420,42.556310,-72.407148,30.58,42.596380,-72.436664,42.516240,-72.377632
01420,78520256,1778875,30.32,0.69,"40,337","17,128",42.584925,-71.816862,31.00,42.625274,-71.846570,42.544576,-71.787154
01430,95807807,6750019,36.99,2.61,"6,089","2,606",42.657005,-71.923442,39.60,42.702604,-71.956977,42.611406,-71.889907
01431,61389725,1002029,23.70,0.39,"3,074","1,191",42.676293,-71.832523,24.09,42.711859,-71.858671,42.640727,-71.806375
01432,21888062,1219817,8.45,0.47,"7,089","3,422",42.566573,-71.575135,8.92,42.588218,-71.591076,42.544928,-71.559194
01434,13678208,401234,5.28,0.15,"1,795",122,42.539088,-71.611613,5.44,42.555983,-71.624062,42.522193,-71.599164
01436,24849921,506517,9.59,0.20,"3,336","1,214",42.603375,-72.088395,9.79,42.626048,-72.105084,42.580702,-72.071706
01438,1403430,48435,0.54,0.02,559,214,42.562243,-72.031402,0.56,42.567668,-72.035398,42.556818,-72.027406
01440,62268795,2487879,24.04,0.96,"20,347","9,179",42.586516,-71.988062,25.00,42.622750,-72.014739,42.550282,-71.961385
01450,84853731,2575943,32.76,0.99,"10,646","3,989",42.611760,-71.565269,33.76,42.653862,-71.596254,42.569658,-71.534284
01451,49550919,1682988,19.13,0.65,"4,747","1,824",42.501908,-71.568201,19.78,42.534137,-71.591962,42.469679,-71.544440
01452,106373488,2406515,41.07,0.93,"4,382","1,662",42.489598,-72.002878,42.00,42.536560,-72.037508,42.442636,-71.968248
01453,73735859,1369889,28.47,0.53,"40,883","17,912",42.519960,-71.763075,29.00,42.558982,-71.791836,42.480938,-71.734314
01460,42791669,2583059,16.52,1.00,"8,924","3,477",42.535931,-71.490569,17.52,42.566261,-71.512918,42.505601,-71.468220
01462,68579436,3269933,26.48,1.26,"10,086","4,133",42.582607,-71.720464,27.74,42.620774,-71.748566,42.544440,-71.692362
01463,58533407,1546295,22.60,0.60,"11,497","4,348",42.670642,-71.602857,23.20,42.705543,-71.628518,42.635741,-71.577196
01464,38884871,204034,15.01,0.08,"7,211","2,427",42.573654,-71.640986,15.09,42.601805,-71.661717,42.545503,-71.620255
01467,4908783,28882,1.90,0.01,316,141,42.492367,-71.609303,1.91,42.502372,-71.616681,42.482362,-71.601925
01468,55425624,688465,21.40,0.27,"4,021","1,671",42.542767,-72.068345,21.67,42.576496,-72.093196,42.509038,-72.043494
01469,59261468,606711,22.88,0.23,"6,801","2,572",42.665059,-71.695333,23.12,42.699898,-71.720951,42.630220,-71.669715
01473,91766611,4719705,35.43,1.82,"7,277","2,960",42.554600,-71.905440,37.25,42.598829,-71.938020,42.510371,-71.872860
01474,25690700,78185,9.92,0.03,"2,125",813,42.669685,-71.752751,9.95,42.692542,-71.769557,42.646828,-71.735945
01475,110986284,2716014,42.85,1.05,"10,270","4,179",42.668160,-72.055644,43.90,42.716173,-72.090947,42.620147,-72.020341
01501,40018190,2420118,15.45,0.93,"16,075","6,770",42.198708,-71.846006,16.39,42.228041,-71.867736,42.169375,-71.824276
01503,33598202,523984,12.97,0.20,"2,866","1,189",42.384929,-71.633889,13.17,42.411231,-71.653317,42.358627,-71.614461
01504,28685128,819182,11.08,0.32,"9,026","3,628",42.039991,-71.532406,11.39,42.064449,-71.550570,42.015533,-71.514242
01505,41598694,9562396,16.06,3.69,"4,355","1,778",42.355049,-71.716157,19.75,42.387255,-71.739957,42.322843,-71.692357
01506,40266781,2729462,15.55,1.05,"3,390","1,493",42.181793,-72.107473,16.60,42.211318,-72.129351,42.152268,-72.085595
01507,109254326,4179167,42.18,1.61,"12,981","4,885",42.133935,-71.968025,43.80,42.181891,-72.003588,42.085979,-71.932462
01510,14645926,4178501,5.65,1.61,"13,606","6,397",42.411887,-71.690005,7.27,42.431423,-71.704429,42.392351,-71.675581
01515,25514944,1433058,9.85,0.55,"2,183",931,42.209682,-72.040178,10.40,42.233056,-72.057491,42.186308,-72.022865
01516,95201650,4019691,36.76,1.55,"8,500","3,306",42.053072,-71.752241,38.31,42.097923,-71.785544,42.008221,-71.718938
01518,22976455,1925342,8.87,0.74,"2,974","1,326",42.127477,-72.118818,9.61,42.149946,-72.135482,42.105008,-72.102154
01519,28261149,279201,10.91,0.11,"6,595","2,539",42.203404,-71.679739,11.02,42.227459,-71.697558,42.179349,-71.661920
01520,46830036,1794650,18.08,0.69,"13,997","5,339",42.336371,-71.850626,18.77,42.367769,-71.873835,42.304973,-71.827417
01521,31841683,1990803,12.29,0.77,"2,481","1,365",42.046798,-72.180149,13.06,42.072988,-72.199598,42.020608,-72.160700
01522,42419059,1399750,16.38,0.54,"3,310","1,298",42.375634,-71.867382,16.92,42.405440,-71.889401,42.345828,-71.845363
01523,65263989,1138106,25.20,0.44,"7,582","2,462",42.482819,-71.675513,25.64,42.519510,-71.702572,42.446128,-71.648454
01524,41375156,2508035,15.98,0.97,"6,696","2,594",42.249603,-71.919217,16.94,42.279431,-71.941296,42.219775,-71.897138
01525,1162429,81164,0.45,0.03,290,120,42.106794,-71.630518,0.48,42.111815,-71.634243,42.101773,-71.626793
01527,40323227,1862226,15.57,0.72,"13,246","5,618",42.192246,-71.777649,16.29,42.221491,-71.799317,42.163001,-71.755981
01529,12706301,151536,4.91,0.06,"3,190","1,162",42.036642,-71.578779,4.96,42.052788,-71.590771,42.020496,-71.566787
01531,53842961,405495,20.79,0.16,999,390,42.319125,-72.130814,20.95,42.352289,-72.155336,42.285961,-72.106292
01532,47852201,705487,18.48,0.27,"14,155","5,314",42.323342,-71.646236,18.75,42.354718,-71.669434,42.291966,-71.623038
01534,22682354,325730,8.76,0.13,"5,631","2,123",42.142074,-71.643348,8.88,42.163672,-71.659363,42.120476,-71.627333
01535,55084070,1759511,21.27,0.68,"4,680","2,058",42.267564,-72.066876,21.95,42.301512,-72.091998,42.233616,-72.041754
01536,21598203,755400,8.34,0.29,"6,888","2,794",42.231309,-71.692642,8.63,42.252598,-71.708405,42.210020,-71.676879
01537,18085937,295745,6.98,0.11,"2,248","1,077",42.158966,-71.897051,7.10,42.178271,-71.911361,42.139661,-71.882741
01540,50128319,2048507,19.35,0.79,"11,291","4,395",42.116168,-71.857369,20.15,42.148693,-71.881495,42.083643,-71.833243
01541,91709834,1032231,35.41,0.40,"3,413","1,339",42.454125,-71.877540,35.81,42.497487,-71.909533,42.410763,-71.845547
01542,10426627,422661,4.03,0.16,"2,202",829,42.204251,-71.908907,4.19,42.219082,-71.919893,42.189420,-71.897921
01543,90918826,2972193,35.10,1.15,"7,973","2,990",42.388977,-71.970514,36.25,42.432607,-72.002738,42.345347,-71.938290
01545,53712526,2715591,20.74,1.05,"35,299","13,955",42.284767,-71.714228,21.79,42.318591,-71.739251,42.250943,-71.689205
01550,52512755,1627401,20.28,0.63,"16,719","7,527",42.059669,-72.034040,20.90,42.092800,-72.058638,42.026538,-72.009442
01560,9238873,270445,3.57,0.10,"4,527","1,844",42.175395,-71.674223,3.67,42.189280,-71.684513,42.161510,-71.663933
01561,319273,0,0.12,0.00,330,102,42.443970,-71.685583,0.12,42.446514,-71.687460,42.441426,-71.683706
01562,85038323,3036877,32.83,1.17,"11,688","5,295",42.247211,-71.991867,34.01,42.289468,-72.023148,42.204954,-71.960586
01564,79343448,2761462,30.63,1.07,"7,808","2,965",42.447924,-71.776045,31.70,42.488724,-71.806151,42.407124,-71.745939
01566,73430539,2562230,28.35,0.99,"6,294","2,663",42.103214,-72.079545,29.34,42.142466,-72.108667,42.063962,-72.050423
01568,55529918,593264,21.44,0.23,"7,480","2,808",42.176525,-71.603588,21.67,42.210257,-71.628586,42.142793,-71.578590
01569,75315947,1580796,29.08,0.61,"13,569","5,349",42.055892,-71.631294,29.69,42.095376,-71.660611,42.016408,-71.601977
01570,32048670,5780810,12.37,2.23,"16,767","8,011",42.047532,-71.846952,14.61,42.075226,-71.867517,42.019838,-71.826387
01571,53915863,2717076,20.82,1.05,"11,390","4,403",42.053778,-71.935075,21.87,42.087663,-71.960235,42.019893,-71.909915
01581,53312878,2229292,20.58,0.86,"18,272","7,350",42.268426,-71.613309,21.44,42.301983,-71.638141,42.234869,-71.588477
01583,32672267,2354742,12.61,0.91,"7,591","2,721",42.369417,-71.785036,13.52,42.396066,-71.804724,42.342768,-71.765348
01585,66174237,1669484,25.55,0.64,"4,554","2,049",42.240795,-72.162644,26.19,42.277882,-72.190101,42.203708,-72.135187
01588,22296389,1660430,8.61,0.64,"9,733","3,903",42.119228,-71.671821,9.25,42.141267,-71.688168,42.097189,-71.655474
01590,82903473,4181050,32.01,1.61,"8,875","3,360",42.132051,-71.750318,33.62,42.174070,-71.781479,42.090032,-71.719157
01602,14936885,631588,5.77,0.24,"22,819","9,451",42.271563,-71.849991,6.01,42.289329,-71.863137,42.253797,-71.836845
01603,11691789,340396,4.51,0.13,"19,916","7,950",42.244637,-71.843925,4.65,42.260256,-71.855487,42.229018,-71.832363
01604,16677756,474175,6.44,0.18,"34,677","15,570",42.253254,-71.767957,6.62,42.271902,-71.781760,42.234606,-71.754154
01605,14612620,341309,5.64,0.13,"26,221","11,140",42.289683,-71.787793,5.77,42.307095,-71.800674,42.272271,-71.774912
01606,15358057,24039,5.93,0.01,"19,077","8,449",42.315249,-71.795741,5.94,42.332909,-71.808799,42.297589,-71.782683
01607,8199220,136988,3.17,0.05,"8,351","3,850",42.225960,-71.788910,3.22,42.238960,-71.798537,42.212960,-71.779283
01608,1159110,0,0.45,0.00,"3,888","1,743",42.261980,-71.801462,0.45,42.266828,-71.805050,42.257132,-71.797874
01609,9893464,56961,3.82,0.02,"22,421","8,307",42.285114,-71.829987,3.84,42.299317,-71.840495,42.270911,-71.819479
01610,5505953,9032,2.13,0.00,"23,945","8,321",42.247049,-71.808366,2.13,42.257623,-71.816194,42.236475,-71.800538
01611,8915204,647961,3.44,0.25,"2,242",916,42.237604,-71.875838,3.69,42.251528,-71.886147,42.223680,-71.865529
01612,39666695,1982438,15.32,0.77,"4,845","1,608",42.296636,-71.929607,16.08,42.325695,-71.951101,42.267577,-71.908113
01701,43923156,1816225,16.96,0.70,"31,217","12,590",42.320169,-71.440409,17.66,42.350621,-71.462925,42.289717,-71.417893
01702,20957508,1972446,8.09,0.76,"37,206","14,984",42.282576,-71.436760,8.85,42.304137,-71.452712,42.261015,-71.420808
01718,121367,0,0.05,0.00,469,205,42.519816,-71.429283,0.05,42.521385,-71.430439,42.518247,-71.428127
01719,26640078,316293,10.29,0.12,"4,996","2,073",42.485985,-71.520985,10.41,42.509363,-71.538225,42.462607,-71.503745
01720,51057015,1113826,19.71,0.43,"21,361","8,294",42.483953,-71.438495,20.14,42.516476,-71.462479,42.451430,-71.414511
01721,31933385,1395841,12.33,0.54,"16,593","6,609",42.257755,-71.473526,12.87,42.283750,-71.492765,42.231760,-71.454287
01730,35478046,460820,13.70,0.18,"13,221","5,372",42.499331,-71.281905,13.88,42.526324,-71.301807,42.472338,-71.262003
01731,2049705,0,0.79,0.00,"1,396",477,42.456748,-71.279484,0.79,42.463194,-71.284240,42.450302,-71.274728
01740,51675247,348786,19.95,0.13,"4,897","1,738",42.439937,-71.601876,20.09,42.472414,-71.625843,42.407460,-71.577909
01741,39536091,641968,15.26,0.25,"4,852","1,758",42.536620,-71.361832,15.51,42.565161,-71.382862,42.508079,-71.340802
01742,63296150,3384588,24.44,1.31,"17,726","6,964",42.462911,-71.364496,25.75,42.499679,-71.391620,42.426143,-71.337372
01745,1033541,3023,0.40,0.00,397,188,42.293073,-71.499163,0.40,42.297657,-71.502554,42.288489,-71.495772
01746,48288456,1071734,18.64,0.41,"13,547","5,087",42.195951,-71.453430,19.06,42.227585,-71.476866,42.164317,-71.429994
01747,13392801,443995,5.17,0.17,"5,911","2,285",42.124080,-71.533416,5.34,42.140829,-71.545839,42.107331,-71.520993
01748,68016796,4215056,26.26,1.63,"14,925","5,128",42.224104,-71.540484,27.89,42.262372,-71.568822,42.185836,-71.512146
01749,29841347,890275,11.52,0.34,"19,063","7,998",42.389071,-71.545864,11.87,42.414032,-71.564300,42.364110,-71.527428
01752,54041301,3200938,20.87,1.24,"38,499","16,416",42.349618,-71.547214,22.10,42.383685,-71.572391,42.315551,-71.522037
01754,13502214,407075,5.21,0.16,"10,106","4,447",42.425955,-71.456256,5.37,42.442748,-71.468652,42.409162,-71.443860
01756,46035300,552653,17.77,0.21,"5,839","2,091",42.094470,-71.544902,17.99,42.125203,-71.567707,42.063737,-71.522097
01757,38538162,711615,14.88,0.27,"28,061","11,436",42.158692,-71.521419,15.15,42.186901,-71.542330,42.130483,-71.500508
01760,38359306,2599042,14.81,1.00,"32,786","14,039",42.284822,-71.348811,15.81,42.313639,-71.370130,42.256005,-71.327492
01770,40966896,961380,15.82,0.37,"4,119","1,495",42.233570,-71.374690,16.19,42.262726,-71.396277,42.204414,-71.353103
01772,35264800,3918373,13.62,1.51,"9,370","3,272",42.302877,-71.530828,15.13,42.331062,-71.551674,42.274692,-71.509982
01773,35266029,2003417,13.62,0.77,"5,112","2,154",42.425506,-71.310811,14.39,42.452994,-71.331102,42.398018,-71.290520
01775,44839702,1739781,17.31,0.67,"6,590","2,526",42.429688,-71.512514,17.98,42.460418,-71.535196,42.398958,-71.489832
01776,62778117,1244383,24.24,0.48,"17,659","5,951",42.383367,-71.421070,24.72,42.419395,-71.447682,42.347339,-71.394458
01778,39388852,2080227,15.21,0.80,"13,109","5,058",42.343686,-71.381186,16.01,42.372682,-71.402617,42.314690,-71.359755
01801,32769438,806847,12.65,0.31,"38,903","16,737",42.488659,-71.154425,12.96,42.514750,-71.173665,42.462568,-71.135185
01803,30291646,324832,11.70,0.13,"24,487","9,664",42.503227,-71.201713,11.82,42.528141,-71.220081,42.478313,-71.183345
01810,79897507,3425223,30.85,1.32,"33,201","12,423",42.648044,-71.161751,32.17,42.689145,-71.191982,42.606943,-71.131520
01821,42910631,1026154,16.57,0.40,"30,310","11,159",42.549329,-71.251724,16.96,42.579175,-71.273711,42.519483,-71.229737
01824,45964727,1008300,17.75,0.39,"24,911","9,849",42.590790,-71.355182,18.14,42.621650,-71.377901,42.559930,-71.332463
01826,53421277,1706647,20.63,0.66,"29,422","11,332",42.679723,-71.300680,21.29,42.713155,-71.325257,42.646291,-71.276103
01827,42620556,784744,16.46,0.30,"3,179","1,098",42.676078,-71.500517,16.76,42.705743,-71.522327,42.646413,-71.478707
01830,35735901,3350990,13.80,1.29,"25,137","10,751",42.796313,-71.053436,15.09,42.824464,-71.074092,42.768162,-71.032780
01832,29420960,1250817,11.36,0.48,"22,060","9,283",42.791114,-71.132858,11.84,42.816051,-71.151158,42.766177,-71.114558
